City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
138,Faridpur,BD,2021-07-18 20:54:51,23.6,89.8333,82.4,87,100,6.35
139,Sohbatpur,PK,2021-07-18 20:54:51,28.5202,68.5434,97.88,48,80,10.71
140,Codrington,AU,2021-07-18 20:53:24,-38.2667,141.9667,45.63,97,100,9.95
141,Port Hawkesbury,CA,2021-07-18 20:54:52,45.6169,-61.3485,79.43,69,40,1.99
142,Malakal,SS,2021-07-18 20:54:52,9.5334,31.6605,72.19,92,99,4.65
143,Aksarayskiy,RU,2021-07-18 20:54:52,46.7924,48.0119,76.98,40,0,6.69
144,Saint-Pierre,RE,2021-07-18 20:54:10,-21.3393,55.4781,69.48,78,0,6.91
145,Tessalit,ML,2021-07-18 20:54:45,20.1986,1.0114,98.51,13,11,6.31
146,Boende,CD,2021-07-18 20:50:16,-0.2167,20.8667,75.56,67,92,3.8
147,Buraydah,SA,2021-07-18 20:54:53,26.326,43.975,91.85,44,100,12.66
148,Namwala,ZM,2021-07-18 20:54:53,-15.7504,26.4384,57.63,54,8,4.88
149,Margate,GB,2021-07-18 20:52:52,51.3813,1.3862,66.69,80,0,8.01
150,Hawkesbury,CA,2021-07-18 20:54:54,45.6001,-74.616,78.76,72,100,3.36
151,Santa Isabel Do Rio Negro,BR,2021-07-18 20:54:54,-0.4139,-65.0192,81.99,73,95,2.75
152,Richards Bay,ZA,2021-07-18 20:54:24,-28.783,32.0377,57.92,80,0,4.76
153,Pedernales,DO,2021-07-18 20:54:55,18.0384,-71.744,88.97,57,30,9.57
154,Wukari,NG,2021-07-18 20:54:55,7.85,9.7833,74.08,93,100,6.73
155,Yelan,RU,2021-07-18 20:54:55,50.949,43.7378,73.99,58,1,5.5
156,Saldanha,ZA,2021-07-18 20:53:24,-33.0117,17.9442,60.85,79,16,4.43
157,Makokou,GA,2021-07-18 20:54:56,0.5738,12.8642,73.17,77,15,3.24
158,San Alberto,CO,2021-07-18 20:54:56,7.7611,-73.3922,89.08,67,14,3.02
159,Koulikoro,ML,2021-07-18 20:54:56,14.0,-7.75,89.29,43,77,4.65
160,Cap Malheureux,MU,2021-07-18 20:53:39,-19.9842,57.6142,70.47,63,3,5.01
161,Ostrovnoy,RU,2021-07-18 20:53:44,68.0531,39.5131,60.19,78,100,20.0
162,Pisco,PE,2021-07-18 20:54:57,-13.7,-76.2167,64.45,77,75,8.05
163,Ilebo,CD,2021-07-18 20:54:58,-4.3167,20.5833,71.04,41,50,0.78
164,Bubaque,GW,2021-07-18 20:54:58,11.2833,-15.8333,81.21,79,100,12.3
165,San Vicente,AR,2021-07-18 20:54:58,-26.6167,-54.1333,43.36,54,0,3.94
166,Boysun,UZ,2021-07-18 20:54:58,38.2061,67.1986,74.17,33,0,4.76
167,Bambous Virieux,MU,2021-07-18 20:52:50,-20.3428,57.7575,70.21,73,40,10.36
168,Imaculada,BR,2021-07-18 20:54:59,-7.3897,-37.5092,75.94,51,100,5.77
169,Ghanzi,BW,2021-07-18 20:54:59,-21.5667,21.7833,49.12,39,0,6.24
170,Oussouye,SN,2021-07-18 20:55:00,12.485,-16.5469,84.38,85,96,5.68
171,Goryachegorsk,RU,2021-07-18 20:55:00,55.4053,88.9154,56.08,95,96,6.91
172,Nizhniy Odes,RU,2021-07-18 20:55:00,63.6445,54.856,61.54,53,92,4.61
173,Crotone,IT,2021-07-18 20:55:01,39.0851,17.1178,62.92,68,92,5.73
174,Mzimba,MW,2021-07-18 20:55:01,-11.9,33.6,53.64,73,8,8.55
175,Paamiut,GL,2021-07-18 20:48:05,61.994,-49.6678,43.34,95,84,27.85
176,Sorland,NO,2021-07-18 20:54:56,67.667,12.6934,50.07,84,100,17.9
177,Bengkulu,ID,2021-07-18 20:48:59,-3.8004,102.2655,75.22,91,35,4.72
178,Jibuti,DJ,2021-07-18 20:55:04,11.5,42.5,92.62,45,94,11.72
179,Amalfi,CO,2021-07-18 20:55:04,6.9102,-75.0776,72.0,72,47,2.15
180,The Valley,AI,2021-07-18 20:55:05,18.217,-63.0578,87.66,74,20,18.41
181,Funtua,NG,2021-07-18 20:55:05,11.5233,7.3081,73.92,80,100,7.72
182,Winneba,GH,2021-07-18 20:55:05,5.3511,-0.6231,77.47,86,84,9.93
183,Havre-Saint-Pierre,CA,2021-07-18 20:55:06,50.2334,-63.5986,70.16,60,1,16.11
184,Vienna,AT,2021-07-18 20:52:46,48.2085,16.3721,69.08,85,20,3.0
185,Eydhafushi,MV,2021-07-18 20:55:06,5.1033,73.0708,82.78,73,100,13.33
186,Beyneu,KZ,2021-07-18 20:54:39,45.3167,55.2,90.75,18,19,11.32
187,Calama,CL,2021-07-18 20:55:07,-22.4667,-68.9333,72.09,8,58,18.41
188,Saint Anthony,US,2021-07-18 20:53:47,45.0205,-93.218,89.92,41,40,1.99
189,Kaniama,CD,2021-07-18 20:55:07,-7.5667,24.1833,69.42,35,83,4.47
190,Upington,ZA,2021-07-18 20:55:07,-28.4478,21.2561,52.18,32,0,6.91
191,Lefka,CY,2021-07-18 20:55:08,35.1106,32.8506,82.35,66,0,4.81
192,Bahia Blanca,AR,2021-07-18 20:52:51,-38.7196,-62.2724,48.06,50,6,5.1
193,Husavik,IS,2021-07-18 20:52:49,66.0449,-17.3389,64.31,77,82,2.17
194,Asekeyevo,RU,2021-07-18 20:55:08,53.5742,52.7972,68.65,63,5,2.33
195,Loucovice,CZ,2021-07-18 20:55:08,48.6202,14.2575,63.63,95,17,4.41
196,Terrace Bay,CA,2021-07-18 20:55:09,48.7834,-87.1,73.9,73,45,4.09
197,Paracuru,BR,2021-07-18 20:55:10,-3.41,-39.0306,80.62,80,45,11.95
198,Rawson,AR,2021-07-18 20:52:43,-43.3002,-65.1023,51.08,36,52,19.93
199,Ife,NG,2021-07-18 20:55:10,7.4667,4.5667,77.9,96,98,3.36
200,Longyearbyen,SJ,2021-07-18 20:54:03,78.2186,15.6401,40.84,93,75,9.22
